1,32
2,65
3,41
4,29
5,32
6,73
7,82
8,42
9,73
10,42
11,25
12,25
13,78
14,103
15,28
16,86
17,58
18,43
19,47
20,30
11,66
21,112
22,47
12,59
23,26
24,28
15,47
25,60
26,125
4,94
27,63
28,44
20,55
29,29
30,69
1,37
31,164
32,110
5,30
33,72
34,73
3,30
35,49
36,73
8,28
37,76
38,76
10,30
39,54
40,97
18,51
41,49
42,46
19,25
43,31
44,26
17,73
45,47
46,27
2,42
47,72
48,91
6,71
49,46
50,101
9,46
51,203
52,32
13,36
53,43
54,31
7,101
55,73
56,37
16,112
57,73
58,97
14,67
59,112
60,39
43,41
44,27
19,33
53,36
13,26
54,118
18,46
41,86
42,38
12,82
24,30
23,73
30,52
20,86
29,25
34,47
33,73
5,47
36,46
35,64
3,35
17,53
45,40
46,30
37,51
38,44
8,39
48,77
47,39
2,54
4,37
27,26
28,80
40,60
39,47
10,39
50,27
6,26
49,29
7,31
55,97
56,65
21,65
11,103
22,30
16,58
58,41
57,47
59,45
14,59
60,26
26,47
25,66
15,86
31,52
32,57
1,65
51,80
9,45
52,36
49,29
50,29
6,80
43,23
19,28
44,24
37,38
38,158
8,27
17,41
45,41
46,55
16,60
57,83
58,218
14,44
59,84
60,24
40,203
39,46
10,28
35,39
36,33
3,55
1,138
32,52
31,55
33,60
5,47
34,47
48,36
2,57
47,60
28,53
4,41
27,44
51,29
9,29
52,57
12,51
23,35
24,25
41,164
18,25
42,31
20,43
30,45
29,23
15,47
25,47
26,51
55,128
56,40
7,47
11,26
21,58
22,46
54,72
53,41
13,47
19,30
44,42
43,67
30,28
20,102
29,39
12,26
23,53
24,43
26,28
15,47
25,60
28,57
27,58
4,55
46,35
17,42
45,69
3,25
35,86
36,51
52,41
9,47
51,41
21,47
22,37
11,31
33,64
5,60
34,69
47,27
2,112
48,38
54,47
13,47
53,31
6,55
49,79
50,24
59,105
14,46
60,57
55,39
7,43
56,107
1,39
31,53
32,78
38,49
37,27
8,45
41,43
42,42
18,99
40,112
39,89
10,33
58,47
57,47
16,125
9,47
51,135
52,41
21,50
22,30
11,60
13,46
54,70
53,79
38,70
8,161
37,101
23,37
24,33
12,38
27,42
28,46
4,84
25,47
15,112
26,37
43,33
44,24
19,31
45,65
17,31
46,26
34,73
33,73
5,73
32,47
31,60
1,71
49,80
6,41
50,82
35,99
36,87
3,86
18,39
41,53
42,47
20,24
29,27
30,39
59,64
60,45
14,56
56,44
7,151
55,27
2,177
48,41
47,47
40,95
39,24
10,34
16,84
57,92
58,59
43,72
19,37
44,27
12,194
23,26
24,33
30,25
29,27
20,187
41,26
42,47
18,27
11,30
21,60
22,47
59,99
14,47
60,73
45,28
17,25
46,49
1,38
31,30
32,39
5,64
33,47
34,97
53,81
54,60
13,84
50,28
49,60
6,27
4,31
28,54
27,96
57,42
16,27
58,164
40,47
10,25
39,164
35,60
36,45
3,55
15,134
25,99
26,78
51,47
9,30
52,47
7,28
56,39
55,31
8,74
37,39
38,59
2,27
47,125
48,39
32,27
1,244
31,33
56,29
55,99
7,39
42,73
18,40
41,112
51,73
52,60
9,53
46,80
45,25
17,42
21,42
22,66
11,41
49,86
50,39
6,25
35,60
3,46
36,42
43,32
19,97
44,60
8,45
38,33
37,53
13,39
53,46
54,54
27,59
28,71
4,31
34,99
5,71
33,112
59,27
60,30
14,86
47,25
48,60
2,41
15,32
25,55
26,112
58,105
57,70
16,99
39,66
40,71
10,30
20,45
29,44
30,30
12,36
24,60
23,46
20,25
29,29
30,53
37,77
8,37
38,79
54,71
53,52
13,45
35,95
3,60
36,41
48,47
2,60
47,67
24,47
23,26
12,25
22,47
21,33
11,44
28,38
27,54
4,107
40,53
39,32
10,46
51,78
52,40
9,32
46,25
17,67
45,47
49,47
50,25
6,161
14,48
60,58
59,67
19,40
44,32
43,30
55,32
7,26
56,84
58,99
16,27
57,72
41,86
42,28
18,42
33,121
34,47
5,73
26,72
25,42
15,44
1,25
31,77
32,47
19,103
44,34
43,63
24,37
23,73
12,32
22,35
11,73
21,65
30,110
29,86
20,60
40,33
10,81
39,41
47,24
2,29
48,30
17,38
45,42
46,28
59,59
60,47
14,47
54,64
53,73
13,38
26,52
15,33
25,51
31,40
32,32
1,60
51,125
52,58
9,32
38,39
37,27
8,78
56,45
55,39
7,137
41,109
18,39
42,32
35,32
3,38
36,57
58,41
57,56
16,60
4,106
27,105
28,26
33,160
5,92
34,47
6,25
49,44
50,30
48,53
2,47
47,25
45,41
17,26
46,41
49,47
50,30
6,47
26,91
25,46
15,41
36,36
3,86
35,47
59,50
14,47
60,31
1,30
31,116
32,66
16,30
57,133
58,99
23,38
24,46
12,70
11,99
21,42
22,42
53,32
54,46
13,69
8,73
38,47
37,76
10,46
39,65
40,28
19,40
43,35
44,27
4,157
27,32
28,30
41,60
18,66
42,32
30,108
29,90
20,85
51,62
52,28
9,27
7,109
56,105
55,47
33,60
5,93
34,42
19,39
43,30
44,33
45,73
46,30
17,55
6,77
49,46
50,41
59,31
14,136
60,49
48,54
2,42
47,229
51,25
52,31
9,35
39,72
10,41
40,42
18,60
41,65
42,32
13,32
54,37
53,37
12,32
24,53
23,68
37,58
8,32
38,65
3,54
35,44
36,40
26,72
25,31
15,45
5,47
33,76
34,51
11,73
21,43
22,45
30,24
29,149
20,41
7,40
56,33
55,47
31,73
32,39
1,61
57,29
58,70
16,26
4,74
27,163
28,27
9,51
52,60
51,73
53,38
54,49
13,24
19,60
44,50
43,42
55,170
7,78
56,44
3,27
35,86
36,31
41,125
18,28
42,46
38,52
37,46
8,24
23,24
24,47
12,58
58,50
57,24
16,73
39,86
40,112
10,32
26,49
15,34
25,69
45,32
17,39
46,83
11,30
22,42
21,58
31,67
1,37
32,44
33,108
34,37
5,73
6,29
49,41
50,29
14,40
60,27
59,40
29,37
20,129
30,55
27,142
4,45
28,47
47,86
48,68
2,47
14,45
59,25
60,31
49,55
6,130
50,73
54,47
53,29
13,37
38,115
37,30
8,28
12,72
24,44
23,47
21,55
22,36
11,47
19,60
44,45
43,30
31,32
32,119
1,63
25,57
26,60
15,31
51,42
52,50
9,60
16,86
58,83
57,80
46,36
17,31
45,47
35,59
36,55
3,60
47,47
48,73
2,115
33,60
5,39
34,71
40,47
39,23
10,76
41,64
42,60
18,47
20,77
30,24
29,53
27,80
28,64
4,39
55,45
7,28
56,52
14,28
60,73
59,26
54,80
13,30
53,30
45,41
46,51
17,52
56,27
55,33
7,107
21,60
11,43
22,60
19,31
44,57
43,51
26,24
25,83
15,45
9,41
52,35
51,47
3,32
35,25
36,89
41,95
42,32
18,60
34,119
33,125
5,31
12,78
23,60
24,46
10,34
40,143
39,79
20,133
29,336
30,27
27,81
28,56
4,50
16,32
58,24
57,100
38,47
37,45
8,58
2,80
48,69
47,151
32,31
1,50
31,46
6,60
50,26
49,47
51,28
9,45
52,47
1,58
31,170
32,34
17,30
46,70
45,52
44,71
43,27
19,44
8,69
38,169
37,24
21,43
22,32
11,112
6,64
49,59
50,73
60,34
14,24
59,77
12,55
23,28
24,35
54,47
13,81
53,44
27,43
28,94
4,26
25,42
15,47
26,50
36,47
3,46
35,25
41,61
18,75
42,43
57,60
16,73
58,29
7,109
55,52
56,45
33,60
34,99
5,52
40,70
39,190
10,77
47,46
2,53
48,67
29,37
20,68
30,73
52,30
9,32
51,47
36,26
3,73
35,25
26,48
15,78
25,50
12,73
24,26
23,125
48,176
2,27
47,38
46,37
45,39
17,47
44,38
19,47
43,71
50,39
6,73
49,45
16,60
57,70
58,52
30,69
20,51
29,125
18,45
41,86
42,33
59,25
60,28
14,82
13,57
54,47
53,44
28,48
27,72
4,42
34,30
33,60
5,39
7,157
55,47
56,84
11,47
21,25
22,45
38,59
8,113
37,73
31,28
1,64
32,32
39,52
10,45
40,34
51,86
9,47
52,29
17,24
45,24
46,44
11,84
22,39
21,47
39,125
10,31
40,44
13,78
54,40
53,27
33,37
5,68
34,59
1,109
32,43
31,33
57,39
16,122
58,189
43,42
19,44
44,55
27,66
28,47
4,75
3,60
36,71
35,67
6,73
49,90
50,55
15,60
25,29
26,27
14,47
60,67
59,27
41,67
18,31
42,32
8,62
37,114
38,27
23,46
12,26
24,26
29,58
30,67
20,50
7,86
56,40
55,24
48,46
47,99
2,47
46,55
17,81
45,37
23,47
12,32
24,39
44,38
19,55
43,32
15,42
25,34
26,31
60,47
14,112
59,70
41,23
42,36
18,32
30,58
29,45
20,55
5,27
34,47
33,77
36,45
35,104
3,51
4,91
27,52
28,86
13,45
54,59
53,86
11,26
21,39
22,40
51,24
9,60
52,58
7,37
56,60
55,65
49,59
6,52
50,25
47,26
2,61
48,85
1,44
32,82
31,81
37,37
8,33
38,144
39,55
40,112
10,47
58,86
16,99
57,47
42,55
18,72
41,41
22,43
21,72
11,146
15,86
25,47
26,41
23,32
24,39
12,53
19,36
44,34
43,25
30,40
20,28
29,25
49,58
6,60
50,39
9,60
52,52
51,50
55,99
56,30
7,99
33,112
34,60
5,106
17,24
46,182
45,28
32,38
31,40
1,68
48,47
2,99
47,136
53,40
54,30
13,25
4,55
28,26
27,66
16,99
58,24
57,125
35,72
3,24
36,47
14,47
59,28
60,82
40,68
39,96
10,39
38,87
37,40
8,31
19,31
44,32
43,80
30,69
20,42
29,34
53,27
54,25
13,32
12,46
24,45
23,97
6,39
49,122
50,67
9,32
52,55
51,94
27,57
4,50
28,98
1,63
31,47
32,66
18,38
42,47
41,47
35,29
36,47
3,54
60,47
14,38
59,51
15,39
25,60
26,41
38,79
37,33
8,39
39,279
40,60
10,42
7,115
55,73
56,58
33,38
5,25
34,60
57,31
16,60
58,162
47,36
2,164
48,143
11,46
21,123
22,24
46,47
45,30
17,67
13,47
53,47
54,73
41,99
42,37
18,31
59,158
60,27
14,86
3,25
36,37
35,86
25,48
26,52
15,50
34,91
33,86
5,73
32,46
1,30
31,73
17,47
46,33
45,39
30,33
20,25
29,83
38,46
8,27
37,92
43,56
44,40
19,59
51,97
52,42
9,56
23,39
12,60
24,54
28,82
27,54
4,27
7,108
55,60
56,38
49,26
50,33
6,112
21,40
11,58
22,45
58,57
16,47
57,55
2,112
48,97
47,180
39,56
40,36
10,39
17,26
45,73
46,64
26,45
15,33
25,29
39,53
10,47
40,47
58,45
57,47
16,43
11,33
22,23
21,44
19,26
43,39
44,26
12,91
24,69
23,71
54,39
13,63
53,31
31,55
32,42
1,31
28,38
27,70
4,51
29,33
30,43
20,70
35,47
36,54
3,31
34,137
33,24
5,31
37,27
38,25
8,30
51,47
9,44
52,47
41,47
42,55
18,41
7,86
55,47
56,73
6,33
50,33
49,47
59,25
14,28
60,36
47,190
2,31
48,37
8,26
37,53
38,68
60,30
14,58
59,99
43,24
19,47
44,45
21,67
11,61
22,107
26,60
15,44
25,91
57,47
58,40
16,24
51,44
52,31
9,51
49,43
6,68
50,60
39,194
10,54
40,62
36,77
35,65
3,30
31,29
32,41
1,73
42,47
41,30
18,29
13,29
54,78
53,47
27,40
4,29
28,28
20,79
30,55
29,25
45,45
46,60
17,29
7,67
56,68
55,45
12,29
23,39
24,46
34,126
5,55
33,64
47,99
48,89
2,159
27,37
4,28
28,37
24,39
23,38
12,49
19,46
44,32
43,42
57,23
58,56
16,164
42,47
41,32
18,37
9,40
51,31
52,42
46,37
45,26
17,60
38,39
37,52
8,68
6,76
50,36
49,43
56,29
7,99
55,63
1,57
32,44
31,66
36,47
35,65
3,23
54,58
53,47
13,31
20,59
30,71
29,37
25,46
26,38
15,29
59,40
14,24
60,26
22,40
21,67
11,53
34,117
33,73
5,23
2,39
47,60
48,53
39,28
40,195
10,70
27,79
28,50
4,28
59,70
60,28
14,95
52,69
9,36
51,82
19,69
43,30
44,37
25,110
26,44
15,99
42,45
18,86
41,98
12,116
24,56
23,28
54,73
53,30
13,60
17,52
46,41
45,59
47,73
48,42
2,216
35,26
36,65
3,45
31,52
1,41
32,86
21,47
11,27
22,51
8,30
37,32
38,30
30,60
20,115
29,58
6,24
49,38
50,43
7,154
55,86
56,32
34,44
33,78
5,112
16,73
58,73
57,99
40,46
10,60
39,53
37,126
8,50
38,47
50,81
49,38
6,28
22,27
21,44
11,78
45,30
17,23
46,60
10,86
39,112
40,97
36,42
3,31
35,99
19,53
44,44
43,27
54,26
13,36
53,29
27,32
28,30
4,47
51,24
52,53
9,44
32,63
31,38
1,40
14,39
59,85
60,122
41,74
18,31
42,40
57,177
16,25
58,73
25,72
15,103
26,39
5,131
33,60
34,39
20,48
30,72
29,39
12,39
24,39
23,44
7,149
55,47
56,52
2,138
47,99
48,84
13,42
53,47
54,31
23,47
12,42
24,60
4,129
27,60
28,110
19,37
44,39
43,35
52,54
9,31
51,65
46,24
45,24
17,26
32,55
1,36
31,32
30,25
20,103
29,86
41,69
42,66
18,41
11,62
21,29
22,58
50,99
49,47
6,60
35,78
36,30
3,33
15,24
25,50
26,43
39,125
40,104
10,27
60,29
59,73
14,47
37,56
8,70
38,42
5,73
33,59
34,129
2,82
47,47
48,47
7,112
56,39
55,28
57,54
58,79
16,147
17,43
45,46
46,151
44,47
19,52
43,36
53,28
13,47
54,41
25,28
26,54
15,80
32,28
1,24
31,44
24,47
23,47
12,85
11,69
22,27
21,36
51,27
52,26
9,65
41,73
42,46
18,46
8,114
37,60
38,37
59,60
14,60
60,30
35,112
3,58
36,53
2,86
47,81
48,52
50,70
6,73
49,47
20,46
29,24
30,134
7,216
56,103
55,103
39,47
40,46
10,34
4,80
28,123
27,36
34,64
5,23
33,27
16,138
58,53
57,65
31,42
32,45
1,118
13,51
54,30
53,47
39,63
40,132
10,37
19,40
44,81
43,27
14,33
59,85
60,46
34,73
33,60
5,42
9,32
51,39
52,25
11,177
21,208
22,56
41,44
18,24
42,37
6,63
50,47
49,29
15,31
26,98
25,86
12,72
23,69
24,24
2,99
47,47
48,62
35,233
3,29
36,30
8,86
37,43
38,53
28,82
4,78
27,110
30,42
20,50
29,86
16,203
57,58
58,125
46,53
45,31
17,26
7,109
55,44
56,51
51,25
9,41
52,26
41,62
42,53
18,25
13,47
53,31
54,32
46,25
45,47
17,37
6,28
50,32
49,45
12,68
23,31
24,26
34,67
33,47
5,38
44,39
19,41
43,29
59,31
60,37
14,43
8,29
38,30
37,73
29,34
20,103
30,32
26,41
25,59
15,84
2,47
48,55
47,132
7,167
56,38
55,41
27,41
28,25
4,94
1,88
32,60
31,32
40,216
39,203
10,59
16,72
58,190
57,99
21,37
11,35
22,43
35,80
36,43
3,46
9,25
52,29
51,47
19,56
44,70
43,27
14,33
60,26
59,71
22,29
21,47
11,47
49,43
50,33
6,42
13,45
54,30
53,30
45,46
17,27
46,44
41,70
42,41
18,35
34,47
33,86
5,26
12,138
23,24
24,28
37,112
38,39
8,45
35,26
3,52
36,26
15,44
25,78
26,57
1,46
32,52
31,55
4,45
27,49
28,32
20,134
29,46
30,27
47,93
48,70
2,39
7,196
55,96
56,54
58,60
57,99
16,47
40,60
39,50
10,39
49,63
6,60
50,60
13,32
53,45
54,50
45,28
46,50
17,28
51,26
52,37
9,33
11,99
21,60
22,37
27,137
4,32
28,33
3,26
35,88
36,37
31,37
32,58
1,155
40,27
39,105
10,35
44,45
19,47
43,29
41,112
42,80
18,40
59,47
14,39
60,37
25,47
26,67
15,47
33,69
34,73
5,24
47,27
48,83
2,60
57,73
58,47
16,190
37,47
8,51
38,62
20,81
29,56
30,28
12,52
24,34
23,38
7,68
55,57
56,45
52,60
9,34
51,73
19,33
44,30
43,26
59,66
14,54
60,29
54,47
53,56
13,64
46,53
17,33
45,32
12,179
23,38
24,24
38,144
8,73
37,47
49,86
6,24
50,73
26,68
15,59
25,53
7,44
55,58
56,69
34,23
33,73
5,26
20,44
29,57
30,37
48,27
2,52
47,81
35,36
36,57
3,60
11,54
21,60
22,27
39,25
10,44
40,59
41,73
42,24
18,33
27,47
28,28
4,29
1,28
32,99
31,84
16,57
57,92
58,24
19,47
44,36
43,38
27,29
4,61
28,67
46,66
17,39
45,68
29,65
20,33
30,43
40,38
10,30
39,56
3,44
36,41
35,63
21,32
11,47
22,30
13,26
53,47
54,84
59,26
14,36
60,51
26,46
15,39
25,25
56,43
55,51
7,26
51,60
52,47
9,40
33,177
5,45
34,47
41,49
18,27
42,29
47,29
2,52
48,60
49,93
50,81
6,83
57,119
16,125
58,129
32,56
31,44
1,27
38,41
8,58
37,50
12,45
23,43
24,25
12,109
23,99
24,68
26,60
15,44
25,55
19,42
43,37
44,39
11,42
21,41
22,40
41,33
42,27
18,37
60,29
14,47
59,151
55,65
56,142
7,68
39,38
40,47
10,73
32,47
31,72
1,33
8,53
37,31
38,38
51,25
52,29
9,29
48,73
2,78
47,81
35,49
3,25
36,24
29,72
30,42
20,29
28,68
4,112
27,52
45,30
46,25
17,28
54,27
53,29
13,39
49,25
6,38
50,51
58,29
16,60
57,60
33,37
34,47
5,68
9,49
52,27
51,73
45,47
17,31
46,32
18,73
41,125
42,27
13,47
53,60
54,60
19,29
44,39
43,31
11,65
21,263
22,44
35,82
3,29
36,85
50,45
6,39
49,55
8,59
38,39
37,69
26,31
25,37
15,83
16,47
57,27
58,23
5,73
34,86
33,23
31,79
32,46
1,38
29,78
30,41
20,64
10,60
40,58
39,25
47,136
2,28
48,43
12,37
23,37
24,73
4,38
28,63
27,45
56,35
7,125
55,62
59,32
14,60
60,57
44,24
43,24
19,47
45,31
46,41
17,30
16,60
57,57
58,83
49,59
50,60
6,206
53,47
54,26
13,51
10,42
40,40
39,60
14,47
60,31
59,24
28,40
27,67
4,79
37,97
8,50
38,69
51,43
9,33
52,46
24,32
12,38
23,46
29,56
20,96
30,43
31,42
32,59
1,63
15,32
25,25
26,47
36,51
35,151
3,42
34,47
5,125
33,60
41,95
18,86
42,47
7,39
55,108
56,43
47,169
48,58
2,24
21,47
11,55
22,38
46,25
45,39
17,73
52,25
51,73
9,99
23,46
12,41
24,57
19,59
43,40
44,47
14,29
60,29
59,59
26,89
15,115
25,59
13,33
53,50
54,36
11,50
21,25
22,90
39,30
10,60
40,56
1,77
32,39
31,72
4,60
27,55
28,33
58,60
16,80
57,50
41,179
18,40
42,42
20,124
29,44
30,44
37,31
38,89
8,31
55,86
56,43
7,73
5,183
33,38
34,131
35,47
36,112
3,44
47,125
48,73
2,24
6,63
50,110
49,41
53,86
54,42
13,44
24,24
23,50
12,57
19,47
44,42
43,131
59,53
14,52
60,32
10,51
40,73
39,67
4,32
27,80
28,49
17,29
45,31
46,73
1,40
31,127
32,47
16,99
58,28
57,27
55,34
7,77
56,27
38,87
8,45
37,48
22,53
11,86
21,25
9,41
51,44
52,24
50,70
6,28
49,43
36,32
35,58
3,38
15,47
26,36
25,29
20,25
29,50
30,147
47,60
48,47
2,25
41,43
42,50
